step,tag,value
60,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.15861888229846954
70,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.1582268327474594
80,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.1578984409570694
90,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.15758712589740753
100,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.15729951858520508
110,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.15705379843711853
120,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.1568097472190857
130,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.15659946203231812
140,z_train_gnn_module.g3d_layers.5/std_out_mlp,0.15641307830810547
0,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.01936411857605
10,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.019038677215576
20,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0187158584594727
30,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.018428087234497
40,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0181782245635986
50,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.017974376678467
60,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.017803430557251
70,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.017632007598877
80,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0175013542175293
90,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0173802375793457
100,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0172698497772217
110,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0171637535095215
120,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.0170657634735107
130,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.016969919204712
140,z_train_gnn_module.g3d_layers.5/std_out_skip_links,2.016879081726074
0,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.113689422607422
10,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.112238883972168
20,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.111135482788086
30,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.11059308052063
40,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.1104397773742676
50,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.110269546508789
60,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.1099793910980225
70,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.109710216522217
80,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.109408140182495
90,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.1091911792755127
100,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.109114408493042
110,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.1090638637542725
120,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.108912467956543
130,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.1086924076080322
140,z_train_gnn_module.g3d_layers.6/abs-max_out_mlp,2.1084349155426025
0,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.89649963378906
10,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.889923095703125
20,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.88334274291992
30,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87908172607422
40,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87567138671875
50,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87315368652344
60,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87247085571289
70,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87176513671875
80,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87083053588867
90,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.8709831237793
100,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87120056152344
110,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.87029266357422
120,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.86986541748047
130,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.86885452270508
140,z_train_gnn_module.g3d_layers.6/abs-max_out_skip_links,58.86765670776367
0,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019365664571523666
10,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.01935548335313797
20,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.01930847391486168
30,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019261380657553673
40,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019212497398257256
50,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019179582595825195
60,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019162265583872795
70,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.0191562008112669
80,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019147781655192375
90,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019140323624014854
100,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019127028062939644
110,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.01911952719092369
120,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.01911357045173645
130,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.01910507306456566
140,z_train_gnn_module.g3d_layers.6/mean_out_mlp,-0.019095830619335175
0,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.043050240725278854
10,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.042638327926397324
20,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.042259324342012405
30,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.041920073330402374
40,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.04160786420106888
50,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.04134989157319069
60,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.041140664368867874
70,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.040931299328804016
80,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.04074937850236893
90,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.040590282529592514
100,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.04044313728809357
110,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.04030105471611023
120,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.040163423866033554
130,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.040049098432064056
140,z_train_gnn_module.g3d_layers.6/mean_out_skip_links,0.03994675725698471
0,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.1532856673002243
10,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15299224853515625
20,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15268729627132416
30,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15242037177085876
40,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15220409631729126
50,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.1520327478647232
60,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15188398957252502
70,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.1517449915409088
80,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15163351595401764
90,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15153059363365173
100,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.1514330506324768
110,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15134954452514648
120,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15126155316829681
130,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.1511886715888977
140,z_train_gnn_module.g3d_layers.6/std_out_mlp,0.15112130343914032
0,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9765602350234985
10,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.976123332977295
20,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9756923913955688
30,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9753161668777466
40,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9750019311904907
50,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9747551679611206
60,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9745384454727173
70,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9743187427520752
80,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.974149227142334
90,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9739943742752075
100,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9738539457321167
110,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.97372305393219
120,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.973597764968872
130,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.9734832048416138
140,z_train_gnn_module.g3d_layers.6/std_out_skip_links,1.973376989364624
0,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.876206636428833
10,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8729819059371948
20,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8697582483291626
30,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8671327829360962
40,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.865015983581543
50,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8637759685516357
60,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8627378940582275
70,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8617665767669678
80,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8615593910217285
90,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.861329197883606
100,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.861264705657959
110,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8612606525421143
120,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8607027530670166
130,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8603229522705078
140,z_train_gnn_module.g3d_layers.7/abs-max_out_mlp,1.8601208925247192
0,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.361209869384766
10,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35787582397461
20,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35487365722656
30,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35393524169922
40,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.353145599365234
50,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35323715209961
60,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35467529296875
70,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.3558349609375
80,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35646057128906
90,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.3577766418457
100,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.359031677246094
110,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.359222412109375
120,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35986328125
130,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.3599739074707
140,z_train_gnn_module.g3d_layers.7/abs-max_out_skip_links,57.35984802246094
0,z_train_gnn_module.g3d_layers.7/mean_out_mlp,0.0020872026216238737
10,z_train_gnn_module.g3d_layers.7/mean_out_mlp,0.0017144352896139026
20,z_train_gnn_module.g3d_layers.7/mean_out_mlp,0.0012752016773447394
30,z_train_gnn_module.g3d_layers.7/mean_out_mlp,0.0008842652896419168
40,z_train_gnn_module.g3d_layers.7/mean_out_mlp,0.000539289612788707
50,z_train_gnn_module.g3d_layers.7/mean_out_mlp,0.00026145190349780023
60,z_train_gnn_module.g3d_layers.7/mean_out_mlp,2.255778235848993e-05
70,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.00019188372243661433
80,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.00038889399729669094
90,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.0005703215138055384
100,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.0007429054821841419
110,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.0008852792088873684
120,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.0010364867048338056
130,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.0011664830381050706
140,z_train_gnn_module.g3d_layers.7/mean_out_mlp,-0.0012748494045808911
0,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.014291292056441307
10,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.01407582126557827
20,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013924937695264816
30,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013789718970656395
40,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013659830205142498
50,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013547876849770546
60,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013445050455629826
70,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013323280960321426
80,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013221684843301773
90,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013137833215296268
100,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.013065137900412083
110,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.01298454124480486
120,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.012907871976494789
130,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.012850424274802208
140,z_train_gnn_module.g3d_layers.7/mean_out_skip_links,0.012797292321920395
0,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.21100224554538727
10,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.21010956168174744
20,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.2090507596731186
30,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20807474851608276
40,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20726464688777924
50,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20661285519599915
60,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.2060571312904358
70,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20552673935890198
80,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.2050400972366333
90,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.2045876532793045
100,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.2041744589805603
110,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20381121337413788
120,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20344431698322296
130,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20313118398189545
140,z_train_gnn_module.g3d_layers.7/std_out_mlp,0.20286287367343903
0,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9396061897277832
10,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9390673637390137
20,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.938516616821289
30,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.938043475151062
40,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9376455545425415
50,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9373418092727661
60,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9370979070663452
70,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9368523359298706
80,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.936647653579712
90,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.936463475227356
100,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9362958669662476
110,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9361414909362793
120,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9359931945800781
130,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9358623027801514
140,z_train_gnn_module.g3d_layers.7/std_out_skip_links,1.9357465505599976
0,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.748165488243103
10,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.742969274520874
20,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7367383241653442
30,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7304155826568604
40,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7250357866287231
50,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7226349115371704
60,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7235376834869385
70,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.724736213684082
80,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7259567975997925
90,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.727266550064087
100,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7282757759094238
110,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7289800643920898
120,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7299368381500244
130,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7311060428619385
140,z_train_gnn_module.g3d_layers.8/abs-max_out_mlp,1.7322272062301636
0,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.734214782714844
10,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.733985900878906
20,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.733036041259766
30,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.733238220214844
40,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.73352813720703
50,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.73458480834961
60,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.736412048339844
70,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.738094329833984
80,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.739017486572266
90,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.740631103515625
100,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.742305755615234
110,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.742576599121094
120,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.74325180053711
130,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.743553161621094
140,z_train_gnn_module.g3d_layers.8/abs-max_out_skip_links,55.743770599365234
0,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.019945522770285606
10,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.019764143973588943
20,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.01957458257675171
30,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.019401617348194122
40,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.01926320232450962
50,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.019129617139697075
60,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.019021738320589066
70,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.018915921449661255
80,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.01882348023355007
90,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.018739255145192146
100,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.01866854354739189
110,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.018608244135975838
120,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.018550658598542213
130,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.01850407011806965
140,z_train_gnn_module.g3d_layers.8/mean_out_mlp,-0.018459564074873924
0,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.01670701988041401
10,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.016189604997634888
20,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.015655221417546272
30,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.015178849920630455
40,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.01473345048725605
50,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.014359153807163239
60,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.014031115919351578
70,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.013718790374696255
80,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.013443280011415482
90,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.013198651373386383
100,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.012973181903362274
110,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.012767941690981388
120,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.012554122135043144
130,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.012378751300275326
140,z_train_gnn_module.g3d_layers.8/mean_out_skip_links,0.012228630483150482
0,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.2135094702243805
10,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.21203254163265228
20,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.21030181646347046
30,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.208685040473938
40,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.2073519378900528
50,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.2062656283378601
60,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20535899698734283
70,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20449413359165192
80,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.2037385255098343
90,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20304375886917114
100,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20242655277252197
110,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.2018863409757614
120,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20136108994483948
130,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20092079043388367
140,z_train_gnn_module.g3d_layers.8/std_out_mlp,0.20052741467952728
0,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8993951082229614
10,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8987948894500732
20,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8982011079788208
30,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8976730108261108
40,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8972336053848267
50,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8968912363052368
60,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8966070413589478
70,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8963207006454468
80,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8960896730422974
90,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8958762884140015
100,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.895687222480774
110,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8955087661743164
120,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.895342469215393
130,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8952033519744873
140,z_train_gnn_module.g3d_layers.8/std_out_skip_links,1.8950811624526978
0,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.3366661071777344
10,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.352980375289917
20,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.3712804317474365
30,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.3895182609558105
40,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.404144287109375
50,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.415060520172119
60,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.4247078895568848
70,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.4345898628234863
80,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.442499876022339
90,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.4502182006835938
100,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.457242965698242
110,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.46285080909729
120,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.4685614109039307
130,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.473663091659546
140,z_train_gnn_module.g3d_layers.9/abs-max_out_mlp,2.4782936573028564
0,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.482666015625
10,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.47395324707031
20,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.458805084228516
30,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.44478988647461
40,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.432498931884766
50,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.42342758178711
60,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.41682434082031
70,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.41012954711914
80,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.4028434753418
90,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.39676284790039
100,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.392051696777344
110,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.3863410949707
120,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.38150405883789
130,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.37667465209961
140,z_train_gnn_module.g3d_layers.9/abs-max_out_skip_links,55.37229919433594
0,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.00372751010581851
10,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.003546944120898843
20,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.00334176910109818
30,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.003153174417093396
40,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0030006824526935816
50,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.00289115565828979
60,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0027930696960538626
70,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0027016722597181797
80,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0026271813549101353
90,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0025591065641492605
100,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0024910755455493927
110,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0024371608160436153
120,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.002381528727710247
130,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0023340797051787376
140,z_train_gnn_module.g3d_layers.9/mean_out_mlp,-0.0022931171115487814
0,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024054549634456635
10,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024127177894115448
20,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024198520928621292
30,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024264220148324966
40,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.02437184378504753
50,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024449843913316727
60,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024532176554203033
70,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024603646248579025
80,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024670960381627083
90,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024721281602978706
100,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.02477593533694744
110,z_train_gnn_module.g3d_layers.9/mean_out_skip_links,-0.024835065007209778
